[2021-07-02 04:31:09]: Dan.XD | 64238206 | 217.241.133.189 | 3656484285 | 255E2278A465D555 | 2692627528763692373 : was detected for Ang-NAME_Spoof
[2021-08-07 02:05:02]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 02:08:54]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 02:54:35]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 03:32:47]: 88005553535 | 1179059207 | 109.252.34.58 | 1845240378 | A2D9877D1F766991 | -6712184798150497903 : was detected for Ang-SCID_Spoof
[2021-08-07 03:37:07]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 03:41:27]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 03:41:27]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 04:06:34]: Ghostface_killaz | 2134654653 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-SCID_Spoof
[2021-08-07 04:06:34]: Ghostface_killaz | 2134654653 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 04:28:25]: _Ghost_ | 1721018 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 05:02:41]: ghostfacekillaz1 | 136919266 | 3.238.15.30 | 65933086 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 18:30:34]: Kriskisss51 | 995717 | 95.182.119.2 | 1605793538 | 96347136FA78D7D6 | -7623343788287010858 : was detected for Ang-SCID_Spoof
[2021-08-07 19:41:12]: BigDracoz | 1773252857 | 73.250.245.230 | 1241183718 | 8DFE1F638B40ABDC | -8215094157878711332 : was detected for Ang-SCID_Spoof
[2021-08-07 19:50:54]: RIP Money Drops | 47473831 | 174.63.141.146 | 2923400594 | DE2A898BBAEFDB1E | -2437985015037961442 : was detected for Ang-NAME_Spoof
[2021-08-07 19:54:33]: Nate | 47473831 | 174.63.141.146 | 2923400594 | DE2A898BBAEFDB1E | -2437985015037961442 : was detected for Ang-NAME_Spoof
[2021-08-10 01:46:14]: schakusa | 601735 | 95.208.248.9 | 1607530505 | 718EA03DFF734A2D | 8182653761117964845 : was detected for Ang-SCID_Spoof
[2021-08-11 12:22:33]: technotica | 969724 | 31.19.208.140 | 521392268 | DEA1F196CA293AA5 | -2404375096100046171 : was detected for Ang-SCID_Spoof
[2021-08-11 14:53:29]: Mingjui _TW | 155586608 | 118.150.219.117 | 1989598069 | 3D2158D91801B40E | 4404899599978968078 : was detected for Ang-NAME_Spoof
[2021-08-11 15:00:25]: Mingjui _TW | 155586608 | 118.150.219.117 | 1989598069 | 3D2158D91801B40E | 4404899599978968078 : was detected for Ang-NAME_Spoof
[2021-08-12 05:02:21]: Sp4wN31 | 154634 | 77.205.64.205 | 1305297101 | A429181F8AD464EF | -6617731653692005137 : was detected for Ang-SCID_Spoof
[2021-08-13 13:16:03]: KILTHESTREAMER | 12332 | 217.138.219.147 | 3649756051 | 5A674981F65918CA | 6514256208547354826 : was detected for Ang-SCID_Spoof
[2021-08-13 14:52:27]: TwitchWilliams | 799948 | 213.127.98.75 | 3581895243 | BCEFCAF9CBD9A53A | -4832420700929546950 : was detected for Ang-SCID_Spoof
[2021-08-13 17:09:45]: glee | 160658027 | 81.106.236.174 | 1365961902 | 61E883DF3A6C325D | 7055033811056996957 : was detected for Ang-NAME_Spoof
[2021-08-13 17:52:41]: 3vil-Prince | 365309 | 135.12.149.98 | 2265748834 | 95A5AC47FEB256D3 | -7663529765685274925 : was detected for Ang-SCID_Spoof
[2021-08-13 18:00:20]: 3vil-Prince | 365309 | 135.12.149.98 | 2265748834 | 95A5AC47F39D303C | -7663529765871210436 : was detected for Ang-SCID_Spoof
[2021-08-15 14:37:55]: Dunderdon | 221113 | 83.93.23.123 | 1398609787 | B06EE7E809F9FC95 | -5733390291810255723 : was detected for Ang-SCID_Spoof
[2021-08-15 14:51:44]: Dunderdon | 221113 | 83.93.23.123 | 1398609787 | B06EE7E886412FF9 | -5733390289725214727 : was detected for Ang-SCID_Spoof
[2021-08-15 17:23:50]:          | 79884269 | 71.30.43.249 | 1193159673 | FEC1E3824549EDD1 | -89540368922972719 : was detected for Ang-NAME_Spoof
[2021-08-15 17:37:30]: ?????????????? | 329692876 | 185.212.251.247 | 3117743095 | 5B83CF49716511DC | 6594342193742549468 : was detected for Ang-NAME_Spoof
[2021-08-15 17:37:30]: ?????????????? | 329692876 | 185.212.251.247 | 3117743095 | 5B83CF49716511DC | 6594342193742549468 : was detected for Ang-SCID_Spoof
[2021-08-16 02:21:40]: Dietspam | 499635 | 31.124.246.33 | 528283169 | 826A8D32FFFBFD0C | -9049265251065004788 : was detected for Ang-SCID_Spoof
[2021-08-16 02:27:43]:         | 79884269 | 71.30.43.249 | 1193159673 | FEC1E382A8F59B69 | -89540367250777239 : was detected for Ang-NAME_Spoof
[2021-08-16 02:32:15]:         | 79884269 | 71.30.43.249 | 1193159673 | FEC1E382A8F59B69 | -89540367250777239 : was detected for Ang-NAME_Spoof
[2021-08-16 02:49:51]:         | 79884269 | 71.30.43.249 | 1193159673 | FEC1E382A8F59B69 | -89540367250777239 : was detected for Ang-NAME_Spoof
[2021-08-16 02:51:40]:         | 79884269 | 71.30.43.249 | 1193159673 | FEC1E382A8F59B69 | -89540367250777239 : was detected for Ang-NAME_Spoof
[2021-08-16 03:09:04]:         | 79884269 | 71.30.43.249 | 1193159673 | FEC1E382A8F59B69 | -89540367250777239 : was detected for Ang-NAME_Spoof
[2021-08-16 03:11:06]:         | 79884269 | 71.30.43.249 | 1193159673 | FEC1E382A8F59B69 | -89540367250777239 : was detected for Ang-NAME_Spoof
[2021-08-18 14:07:12]:            | 195213662 | 82.13.88.239 | 1376606447 | 93AD44540C00ABBE | -7805507451393889346 : was detected for Ang-NAME_Spoof
[2021-08-19 10:48:13]: UrLilNightmare | 156180646 | 93.86.105.220 | 1565944284 | D8 | 216 : was detected for Ang-HOST_Spoof
[2021-08-19 10:48:13]: UrLilNightmare | 156180646 | 93.86.105.220 | 1565944284 | D8 | 216 : was detected for Ang-HOST_Spoof
[2021-08-19 10:59:21]: UrLilNightmare | 156180646 | 93.86.105.220 | 1565944284 | D8 | 216 : was detected for Ang-HOST_Spoof
[2021-08-19 10:59:21]: UrLilNightmare | 156180646 | 93.86.105.220 | 1565944284 | D8 | 216 : was detected for Ang-HOST_Spoof
[2021-08-19 13:02:02]: Smety_The_Hun | 682659 | 84.3.152.254 | 1409521918 | EC306CBEDADDB9E8 | -1427521514904897048 : was detected for Ang-SCID_Spoof
[2021-08-19 13:02:03]: Smety_The_Hun | 682659 | 84.3.152.254 | 1409521918 | EC306CBEDADDB9E8 | -1427521514904897048 : was detected for Ang-SCID_Spoof
[2021-08-19 13:07:48]: Anger. | 33790417 | 1.71.131.155 | 21463963 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 13:07:48]: Anger. | 33790417 | 1.71.131.155 | 21463963 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 13:09:04]: Anger. | 33790417 | 212.129.42.210 | 3565234898 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 13:09:04]: IlIlIIllIlIIlx | 157713184 | 87.180.221.21 | 1471470869 | 1EC | 492 : was detected for Ang-HOST_Spoof
[2021-08-19 13:09:04]: Smety_The_Hun | 682659 | 84.3.152.254 | 1409521918 | EC306CBEDADDB9E8 | -1427521514904897048 : was detected for Ang-SCID_Spoof
[2021-08-19 13:09:04]: Anger. | 33790417 | 212.129.42.210 | 3565234898 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 13:09:04]: IlIlIIllIlIIlx | 157713184 | 87.180.221.21 | 1471470869 | 1EC | 492 : was detected for Ang-HOST_Spoof
[2021-08-19 13:09:04]: IIllIIllIIlIlx | 167166760 | 93.202.70.59 | 1573537339 | 1D4 | 468 : was detected for Ang-HOST_Spoof
[2021-08-19 13:09:05]: Smety_The_Hun | 682659 | 84.3.152.254 | 1409521918 | EC306CBEDADDB9E8 | -1427521514904897048 : was detected for Ang-SCID_Spoof
[2021-08-19 13:10:03]: Anger. | 33790417 | 212.129.42.210 | 3565234898 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 13:10:44]: TesUnCouillon | 591662314 | 212.129.42.210 | 3565234898 | 0 | 0 : was detected for Ang-SCID_Spoof
[2021-08-19 13:10:44]: TesUnCouillon | 591662314 | 212.129.42.210 | 3565234898 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 13:11:06]: Smety_The_Hun | 682659 | 84.3.152.254 | 1409521918 | EC306CBEDADDB9E8 | -1427521514904897048 : was detected for Ang-SCID_Spoof
[2021-08-19 13:11:06]: TesUnCouillon | 591662314 | 212.129.42.210 | 3565234898 | 0 | 0 : was detected for Ang-SCID_Spoof
[2021-08-19 13:11:06]: TesUnCouillon | 591662314 | 212.129.42.210 | 3565234898 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 13:11:06]: IlIlIIllIlIIlx | 157713184 | 87.180.221.21 | 1471470869 | 1EC | 492 : was detected for Ang-HOST_Spoof
[2021-08-19 13:11:06]: IIllIIllIIlIlx | 167166760 | 93.202.70.59 | 1573537339 | 1D4 | 468 : was detected for Ang-HOST_Spoof
[2021-08-19 13:11:06]: Smety_The_Hun | 682659 | 84.3.152.254 | 1409521918 | EC306CBEDADDB9E8 | -1427521514904897048 : was detected for Ang-SCID_Spoof
[2021-08-19 13:11:06]: TesUnCouillon | 591662314 | 212.129.42.210 | 3565234898 | 0 | 0 : was detected for Ang-SCID_Spoof
[2021-08-19 13:11:06]: TesUnCouillon | 591662314 | 212.129.42.210 | 3565234898 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 13:11:06]: IlIlIIllIlIIlx | 157713184 | 87.180.221.21 | 1471470869 | 1EC | 492 : was detected for Ang-HOST_Spoof
[2021-08-19 13:11:06]: IIllIIllIIlIlx | 167166760 | 93.202.70.59 | 1573537339 | 1D4 | 468 : was detected for Ang-HOST_Spoof
[2021-08-19 13:21:22]: IlIlIIllIlIIlx | 157713184 | 87.180.221.21 | 1471470869 | 1EC | 492 : was detected for Ang-HOST_Spoof
[2021-08-19 13:21:22]: IIllIIllIIlIlx | 167166760 | 93.202.70.59 | 1573537339 | 1D4 | 468 : was detected for Ang-HOST_Spoof
[2021-08-19 13:21:22]: IlIlIIllIlIIlx | 157713184 | 87.180.221.21 | 1471470869 | 1EC | 492 : was detected for Ang-HOST_Spoof
[2021-08-19 13:21:22]: IIllIIllIIlIlx | 167166760 | 93.202.70.59 | 1573537339 | 1D4 | 468 : was detected for Ang-HOST_Spoof
[2021-08-19 21:30:23]: D3skstool | 193680541 | 80.5.10.82 | 1342507602 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 21:30:23]: D3skstool | 193680541 | 80.5.10.82 | 1342507602 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 21:32:47]: D3skstool | 193680541 | 80.5.10.82 | 1342507602 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 21:35:05]: D3skstool | 193680541 | 80.5.10.82 | 1342507602 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 21:39:21]: ChristheDon | 443941 | 149.172.65.255 | 2511094271 | 5FA05AD7D3030163 | 6890607312881516899 : was detected for Ang-SCID_Spoof
[2021-08-19 23:23:17]: touchy my pepe | 26204131 | 86.132.253.92 | 1451556188 | 4CDF8F9E5B16D521 | 5539303976984827169 : was detected for Ang-NAME_Spoof
[2021-08-19 23:23:17]: touchy my pepe | 26204131 | 86.132.253.92 | 1451556188 | 4CDF8F9E5B16D521 | 5539303976984827169 : was detected for Ang-NAME_Spoof
[2021-08-19 23:36:40]: Lucy-Morningstar | 106572075 | 84.52.207.42 | 1412747050 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-19 23:36:40]: Lucy-Morningstar | 106572075 | 84.52.207.42 | 1412747050 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-22 11:22:15]: UrLilNightmare | 156180646 | 109.92.59.140 | 1834761100 | 144 | 324 : was detected for Ang-HOST_Spoof
[2021-08-22 11:22:15]: UrLilNightmare | 156180646 | 109.92.59.140 | 1834761100 | 144 | 324 : was detected for Ang-HOST_Spoof
[2021-08-22 20:37:42]: Aimbotfromhell | 1488409457 | 98.45.89.165 | 1647139237 | ABC07528A90C423D | -6070723480200134083 : was detected for Ang-SCID_Spoof
[2021-08-26 01:04:17]: devorel | 687724 | 193.32.210.155 | 3240153755 | 2E1A1D1B3A401F78 | 3321999677917765496 : was detected for Ang-SCID_Spoof
[2021-08-26 01:46:27]: ToxicCobra | 585020 | 77.183.50.218 | 1303851738 | 2EE34659DD63620B | 3378621497238315531 : was detected for Ang-SCID_Spoof
[2021-08-27 13:05:04]: 1_2_3_Tim | 760260 | 91.14.150.46 | 1527682606 | 460FB2737410CDB7 | 5048449916243856823 : was detected for Ang-SCID_Spoof
[2021-08-27 14:15:07]: XCRASHEDX | 150167306 | 92.14.242.81 | 1544483409 | 2 | 2 : was detected for Ang-HOST_Spoof
[2021-08-27 14:15:07]: XCRASHEDX | 150167306 | 92.14.242.81 | 1544483409 | 2 | 2 : was detected for Ang-HOST_Spoof
[2021-08-28 15:27:03]: JeSUS | 2002313192 | 45.86.202.140 | 760662668 | 85C24CFC00A6A745 | -8808393275956877499 : was detected for Ang-NAME_Spoof
[2021-08-28 15:27:03]: JeSUS | 2002313192 | 45.86.202.140 | 760662668 | 85C24CFC00A6A745 | -8808393275956877499 : was detected for Ang-SCID_Spoof
[2021-08-28 15:27:04]: JeSUS | 2002313192 | 45.86.202.140 | 760662668 | 85C24CFC00A6A745 | -8808393275956877499 : was detected for Ang-NAME_Spoof
[2021-08-28 15:27:04]: JeSUS | 2002313192 | 45.86.202.140 | 760662668 | 85C24CFC00A6A745 | -8808393275956877499 : was detected for Ang-SCID_Spoof
[2021-08-28 15:48:35]: sillverflame | 353443 | 87.49.146.123 | 1462866555 | E15D71BB6365F64 | 1014953805063020388 : was detected for Ang-SCID_Spoof
[2021-08-29 00:53:01]: NoOne | 79884269 | 71.30.40.104 | 1193158760 | FEC1E382CE99171F | -89540366619306209 : was detected for Ang-NAME_Spoof
[2021-08-29 00:53:01]: NoOne | 79884269 | 71.30.40.104 | 1193158760 | FEC1E382CE99171F | -89540366619306209 : was detected for Ang-NAME_Spoof
[2021-08-29 15:47:47]: ThomasK90 | 431779 | 193.80.202.124 | 3243297404 | E3431E73F5F775D9 | -2070777920263588391 : was detected for Ang-SCID_Spoof
[2021-08-30 16:31:17]: plouf | 16614579 | 88.163.36.126 | 1487086718 | 7DFB7707BF3A3F38 | 9077980349052108600 : was detected for Ang-NAME_Spoof
[2021-08-30 22:12:22]: Heil hitler | 108905718 | 65.255.46.6 | 1107242502 | 60F23B700EC79CA | 436606957779712458 : was detected for Ang-NAME_Spoof
[2021-08-30 22:26:36]: Heil hitler | 108905718 | 65.255.46.6 | 1107242502 | 60F23B700EC79CA | 436606957779712458 : was detected for Ang-NAME_Spoof
[2021-08-30 22:26:36]: Heil hitler | 108905718 | 65.255.46.6 | 1107242502 | 60F23B700EC79CA | 436606957779712458 : was detected for Ang-NAME_Spoof
[2021-08-31 15:15:07]: IlIIIllIIlllIIIl | 1186424788 | 77.22.46.14 | 1293299214 | 9F8FF5B5B4DF883E | -6949065539236952002 : was detected for Ang-SCID_Spoof
[2021-08-31 15:19:55]: IlIIIllIIlllIIIl | 1186424788 | 77.22.46.14 | 1293299214 | 9F8FF5B5B4DF883E | -6949065539236952002 : was detected for Ang-SCID_Spoof
[2021-08-31 15:19:55]: IlIIIllIIlllIIIl | 1186424788 | 77.22.46.14 | 1293299214 | 9F8FF5B5B4DF883E | -6949065539236952002 : was detected for Ang-SCID_Spoof
[2021-08-31 15:21:06]: IlIIIllIIlllIIIl | 1186424788 | 77.22.46.14 | 1293299214 | 9F8FF5B5B4DF883E | -6949065539236952002 : was detected for Ang-SCID_Spoof
[2021-08-31 15:21:06]: IlIIIllIIlllIIIl | 1186424788 | 77.22.46.14 | 1293299214 | 9F8FF5B5B4DF883E | -6949065539236952002 : was detected for Ang-SCID_Spoof
[2021-08-31 15:22:50]: IlIIIllIIlllIIIl | 1186424788 | 77.22.46.14 | 1293299214 | 9F8FF5B5B4DF883E | -6949065539236952002 : was detected for Ang-SCID_Spoof
[2021-08-31 15:22:50]: IlIIIllIIlllIIIl | 1186424788 | 77.22.46.14 | 1293299214 | 9F8FF5B5B4DF883E | -6949065539236952002 : was detected for Ang-SCID_Spoof
[2021-08-31 16:45:42]: Dr.Hustler | 455360 | 178.14.4.103 | 2987263079 | 30D8F73E00F43F2D | 3519834954466082605 : was detected for Ang-SCID_Spoof
[2021-09-04 22:29:27]: Judah5739 | 368801 | 2.57.169.151 | 37333399 | B98F1AD70587CEFE | -5075808744210182402 : was detected for Ang-SCID_Spoof
[2021-09-04 22:29:27]: Judah5739 | 368801 | 2.57.169.151 | 37333399 | B98F1AD70587CEFE | -5075808744210182402 : was detected for Ang-SCID_Spoof
[2021-09-04 22:52:44]: Error404 | 1588821397 | 172.101.55.236 | 2892314604 | F13D4F9093175EB9 | -1063606454627901767 : was detected for Ang-SCID_Spoof
[2021-09-04 23:09:58]: Judah5739 | 368801 | 2.57.169.151 | 37333399 | B98F1AD70587CEFE | -5075808744210182402 : was detected for Ang-SCID_Spoof
[2021-09-04 23:09:58]: Error404 | 1588821397 | 172.101.55.236 | 2892314604 | F13D4F9093175EB9 | -1063606454627901767 : was detected for Ang-SCID_Spoof
[2021-09-04 23:09:58]: Judah5739 | 368801 | 2.57.169.151 | 37333399 | B98F1AD70587CEFE | -5075808744210182402 : was detected for Ang-SCID_Spoof
[2021-09-04 23:09:58]: Error404 | 1588821397 | 172.101.55.236 | 2892314604 | F13D4F9093175EB9 | -1063606454627901767 : was detected for Ang-SCID_Spoof
[2021-09-04 23:11:50]: Judah5739 | 368801 | 2.57.169.151 | 37333399 | B98F1AD70587CEFE | -5075808744210182402 : was detected for Ang-SCID_Spoof
[2021-09-04 23:11:50]: Error404 | 1588821397 | 172.101.55.236 | 2892314604 | F13D4F9093175EB9 | -1063606454627901767 : was detected for Ang-SCID_Spoof
[2021-09-04 23:11:50]: Judah5739 | 368801 | 2.57.169.151 | 37333399 | B98F1AD70587CEFE | -5075808744210182402 : was detected for Ang-SCID_Spoof
[2021-09-04 23:11:50]: Error404 | 1588821397 | 172.101.55.236 | 2892314604 | F13D4F9093175EB9 | -1063606454627901767 : was detected for Ang-SCID_Spoof
[2021-09-05 00:16:17]: GTAVKRUTKA#3650 | 195488747 | 46.8.150.247 | 772314871 | 10A551A085BBF8C2 | 1199454625644411074 : was detected for Ang-NAME_Spoof
[2021-09-05 00:23:01]: GTAVKRUTKA#3650 | 195488747 | 46.8.150.247 | 772314871 | 10A551A085BBF8C2 | 1199454625644411074 : was detected for Ang-NAME_Spoof
[2021-09-05 00:33:42]: GeneralWeirdness | 193322 | 216.121.148.177 | 3631846577 | 5D721F8D03BF0EE8 | 6733479083386015464 : was detected for Ang-SCID_Spoof
[2021-09-05 00:39:17]: GTAVKRUTKA#3650 | 195488747 | 46.8.150.247 | 772314871 | 10A551A085BBF8C2 | 1199454625644411074 : was detected for Ang-NAME_Spoof
[2021-09-05 00:43:25]: TheSkipper84 | 73916 | 74.130.208.26 | 1250086938 | DAFF53F63C9BB8F3 | -2666320137336145677 : was detected for Ang-SCID_Spoof
[2021-09-05 01:13:00]: Cock Unsucker | 79884269 | 71.30.40.104 | 1193158760 | FEC1E382550B7FA0 | -89540368658628704 : was detected for Ang-NAME_Spoof
[2021-09-05 22:25:12]: Three | 138655767 | 209.236.12.26 | 3521907738 | 8D78F5E51F144DB5 | -8252575952738693707 : was detected for Ang-NAME_Spoof
[2021-09-06 00:03:27]: marcang | 889117 | 94.134.113.99 | 1585869155 | 2C57CB71F110D4D1 | 3195246150878811345 : was detected for Ang-SCID_Spoof
[2021-09-09 13:58:25]: UrLilNightmare | 156180646 | 144.172.73.157 | 2427210141 | D2 | 210 : was detected for Ang-HOST_Spoof
[2021-09-09 13:58:25]: UrLilNightmare | 156180646 | 144.172.73.157 | 2427210141 | D2 | 210 : was detected for Ang-HOST_Spoof
[2021-09-09 14:27:04]: Kamikaze1986 | 908731 | 82.19.208.246 | 1377030390 | 5E6D2C3E200F149D | 6804143257364141213 : was detected for Ang-SCID_Spoof
[2021-09-09 23:33:02]: monay_man2030 | 809461010 | 193.56.116.100 | 3241702500 | 4E8B4874161D4ED1 | 5659697020145585873 : was detected for Ang-SCID_Spoof
[2021-09-10 02:42:01]: GTAVKRUTKA#3650 | 194465400 | 95.182.106.167 | 1605790375 | 10A551A00BB0A2D8 | 1199454623596847832 : was detected for Ang-NAME_Spoof
[2021-09-10 02:57:14]: TheChimi | 754177 | 72.82.145.228 | 1213370852 | AFF73FC96460A7D1 | -5767070663619598383 : was detected for Ang-SCID_Spoof
[2021-09-10 02:57:17]: MediocrityGoggs | 15831 | 99.99.184.199 | 1667479751 | 629ADE103040B70F | 7105235523240769295 : was detected for Ang-SCID_Spoof
[2021-09-10 03:25:42]: QBDLettuce | 282428 | 70.26.95.16 | 1176133392 | B65DB384CC834013 | -5305887403024367597 : was detected for Ang-SCID_Spoof
[2021-09-12 03:31:26]: eino_t | 349131 | 80.220.70.251 | 1356613371 | 8DB4E4464FE6D0D8 | -8235706827914424104 : was detected for Ang-SCID_Spoof
[2021-09-12 14:14:44]: DaVeZeRiO | 94805 | 79.152.184.38 | 1335408678 | 1F78EAE14CC29C03 | 2267820665757408259 : was detected for Ang-SCID_Spoof
[2021-09-12 19:42:39]: Bobbi | 1337 | 212.130.185.162 | 3565336994 | 55297027C8542001 | 6136559283436003329 : was detected for Ang-NAME_Spoof
[2021-09-12 19:42:39]: Bobbi | 1337 | 212.130.185.162 | 3565336994 | 55297027C8542001 | 6136559283436003329 : was detected for Ang-SCID_Spoof
[2021-09-14 14:14:45]: MuLLIaH9 | 472655 | 90.154.75.206 | 1520061390 | D6306A8CC3FC822C | -3012790997894790612 : was detected for Ang-SCID_Spoof
[2021-09-14 14:14:45]: MuLLIaH9 | 472655 | 90.154.75.206 | 1520061390 | D6306A8CC3FC822C | -3012790997894790612 : was detected for Ang-SCID_Spoof
[2021-09-14 14:18:26]: MuLLIaH9 | 472655 | 90.154.75.206 | 1520061390 | D6306A8CC3FC822C | -3012790997894790612 : was detected for Ang-SCID_Spoof
[2021-09-14 14:18:26]: MuLLIaH9 | 472655 | 90.154.75.206 | 1520061390 | D6306A8CC3FC822C | -3012790997894790612 : was detected for Ang-SCID_Spoof
[2021-09-14 14:20:39]: MuLLIaH9 | 472655 | 90.154.75.206 | 1520061390 | D6306A8CC3FC822C | -3012790997894790612 : was detected for Ang-SCID_Spoof
[2021-09-14 17:43:16]: RobiKaRBT | 817426 | 82.76.104.153 | 1380739225 | 73AAF0FC709B6CB0 | 8334739027414183088 : was detected for Ang-SCID_Spoof
[2021-09-15 14:15:37]: Unreal91 | 465752 | 176.165.47.182 | 2963615670 | 8478B237A99F39E3 | -8901168711359055389 : was detected for Ang-SCID_Spoof
[2021-09-15 14:22:04]: FrogFoster | 890289 | 89.239.206.58 | 1508888122 | 31A9DF6F60AA8AE0 | 3578637048378723040 : was detected for Ang-SCID_Spoof
[2021-09-15 15:49:39]: Goated | 222891421 | 37.120.215.245 | 628676597 | B16DEAE7EC70CFEA | -5661610874709684246 : was detected for Ang-SCID_Spoof
[2021-09-15 17:03:06]: throwable | 532381 | 217.230.59.235 | 3655744491 | 848959AE00C49124 | -8896480985021640412 : was detected for Ang-SCID_Spoof
[2021-09-16 14:35:51]: God | 22295009 | 85.203.44.201 | 1439378633 | 0 | 0 : was detected for Ang-NAME_Spoof
[2021-09-16 14:35:51]: God | 22295009 | 85.203.44.201 | 1439378633 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-09-16 14:35:51]: God | 22295009 | 85.203.44.201 | 1439378633 | 0 | 0 : was detected for Ang-NAME_Spoof
[2021-09-16 14:35:51]: God | 22295009 | 85.203.44.201 | 1439378633 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-09-16 14:44:54]: God | 22295009 | 85.203.44.201 | 1439378633 | 0 | 0 : was detected for Ang-NAME_Spoof
[2021-09-16 14:44:54]: God | 22295009 | 85.203.44.201 | 1439378633 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-09-16 14:44:54]: God | 22295009 | 85.203.44.201 | 1439378633 | 0 | 0 : was detected for Ang-NAME_Spoof
[2021-09-16 14:44:54]: God | 22295009 | 85.203.44.201 | 1439378633 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-09-16 15:17:14]: r4p1t7c0r3w1n | 467718 | 89.64.77.219 | 1497386459 | D21FC9FDF9A61BC6 | -3305701508814332986 : was detected for Ang-SCID_Spoof
[2021-09-16 18:32:12]: VCPDViceSquad | 188644 | 142.113.156.174 | 2389810350 | 1715F5F21D1EF2DD | 1663506057602724573 : was detected for Ang-SCID_Spoof
[2021-09-16 18:38:14]: VCPDViceSquad | 188644 | 142.113.156.174 | 2389810350 | 1715F5F21D1EF2DD | 1663506057602724573 : was detected for Ang-SCID_Spoof
[2021-09-16 18:38:14]: VCPDViceSquad | 188644 | 142.113.156.174 | 2389810350 | 1715F5F21D1EF2DD | 1663506057602724573 : was detected for Ang-SCID_Spoof
[2021-09-16 18:39:32]: VCPDViceSquad | 188644 | 142.113.156.174 | 2389810350 | 1715F5F21D1EF2DD | 1663506057602724573 : was detected for Ang-SCID_Spoof
[2021-09-16 18:39:32]: VCPDViceSquad | 188644 | 142.113.156.174 | 2389810350 | 1715F5F21D1EF2DD | 1663506057602724573 : was detected for Ang-SCID_Spoof
[2021-09-19 14:15:35]: Marlene_Mitford | 183004 | 95.85.196.22 | 1599456278 | 1EC2314030C5556F | 2216388118385612143 : was detected for Ang-SCID_Spoof
[2021-09-19 14:15:35]: Marlene_Mitford | 183004 | 95.85.196.22 | 1599456278 | 1EC2314030C5556F | 2216388118385612143 : was detected for Ang-SCID_Spoof
[2021-09-19 15:14:28]: Tattun | 474576 | 88.14.28.184 | 1477319864 | E16F9125DB5E0384 | -2202382100980694140 : was detected for Ang-SCID_Spoof
[2021-09-19 16:39:35]: Ainur4K | 553651 | 109.76.114.61 | 1833726525 | AB2594C32196640D | -6114317353282542579 : was detected for Ang-SCID_Spoof
[2021-09-20 22:31:10]: Stay Wavy | 69696969 | 217.138.196.26 | 3649750042 | EA19DD18BAB0DF76 | -1577987096135540874 : was detected for Ang-NAME_Spoof
[2021-09-20 22:31:10]: Stay Wavy | 69696969 | 217.138.196.26 | 3649750042 | EA19DD18BAB0DF76 | -1577987096135540874 : was detected for Ang-SCID_Spoof
[2021-09-20 22:53:11]: 420BLAZEMANDAN | 420420420 | 162.213.54.50 | 2731882034 | 9D9A05992535C932 | -7090348508029007566 : was detected for Ang-SCID_Spoof
[2021-09-20 22:53:11]: 420BLAZEMANDAN | 420420420 | 162.213.54.50 | 2731882034 | 9D9A05992535C932 | -7090348508029007566 : was detected for Ang-SCID_Spoof
